City_ID,City,Date,Lat,Lng,Max Temp,Humidity,Country,Cloudiness,Wind Speed
152,Redmond,2022-03-25 01:15:08,47.674,-122.1215,58.98,72,US,100,5.01
153,Enterprise,2022-03-25 01:14:26,36.0252,-115.2419,82.94,15,US,20,8.05
154,Port Blair,2022-03-25 01:15:10,11.6667,92.75,81.0,71,IN,62,2.06
155,Taltal,2022-03-25 01:15:10,-25.4,-70.4833,66.49,77,CL,10,4.25
156,Kavaratti,2022-03-25 01:15:10,10.5669,72.642,81.97,70,IN,6,5.93
157,Luanda,2022-03-25 01:15:05,-8.8368,13.2343,80.6,83,AO,20,9.22
158,Sri Aman,2022-03-25 01:15:11,1.2376,111.4621,77.31,93,MY,98,2.51
159,Saint-Joseph,2022-03-25 01:15:11,-21.3667,55.6167,75.58,83,RE,12,7.05
160,Bethel,2022-03-25 01:14:24,41.3712,-73.414,44.02,93,US,100,5.99
161,Ambon,2022-03-25 01:15:12,-3.6954,128.1814,83.44,72,ID,22,8.08
162,Gat,2022-03-25 01:15:12,31.61,34.7642,49.41,100,IL,98,15.95
163,Igarka,2022-03-25 01:15:13,67.4667,86.5833,11.57,95,RU,99,12.84
164,Colares,2022-03-25 01:15:13,38.7992,-9.4469,57.76,74,PT,82,8.99
165,Road Town,2022-03-25 01:15:14,18.4167,-64.6167,77.04,78,VG,40,12.66
166,College,2022-03-25 01:15:14,64.8569,-147.8028,36.23,42,US,75,4.61
167,Caravelas,2022-03-25 01:15:15,-17.7125,-39.2481,74.39,94,BR,5,3.83
168,Bluff,2022-03-25 01:15:15,-46.6,168.3333,60.15,60,NZ,21,8.61
169,Itaituba,2022-03-25 01:15:16,-4.2761,-55.9836,73.81,99,BR,100,2.17
170,Rapar,2022-03-25 01:15:16,23.5667,70.6333,73.65,80,IN,9,12.35
171,Mar Del Plata,2022-03-25 01:12:02,-38.0023,-57.5575,62.87,73,AR,10,5.01
172,Namibe,2022-03-25 01:15:17,-15.1961,12.1522,73.18,84,AO,78,7.25
173,Fort Myers Beach,2022-03-25 01:13:45,26.452,-81.9481,75.22,79,US,0,10.36
174,Zhenhai,2022-03-25 01:15:18,24.2582,118.0905,60.08,92,CN,100,0.92
175,Inhambane,2022-03-25 01:15:18,-23.865,35.3833,74.07,89,MZ,0,9.84
176,Sao Francisco,2022-03-25 01:15:18,-15.9486,-44.8644,75.34,60,BR,63,2.93
177,Kalmunai,2022-03-25 01:15:19,7.4167,81.8167,77.27,85,LK,6,7.72
178,Mizdah,2022-03-25 01:15:19,31.4451,12.9801,46.92,65,LY,0,10.98
179,Vardo,2022-03-25 01:15:20,70.3705,31.1107,30.36,68,NO,100,36.82
180,Coquimbo,2022-03-25 01:11:52,-29.9533,-71.3436,62.33,72,CL,0,4.61
181,Snyder,2022-03-25 01:16:20,32.7179,-100.9176,70.14,8,US,0,4.61
182,Buzuluk,2022-03-25 01:16:21,52.7807,52.2635,31.77,92,RU,100,7.7
183,Banda Aceh,2022-03-25 01:16:21,5.5577,95.3222,80.49,78,ID,66,1.88
184,Panzhihua,2022-03-25 01:16:22,26.5851,101.7128,67.14,54,CN,0,2.48
185,Los Llanos De Aridane,2022-03-25 01:16:22,28.6585,-17.9182,55.15,78,ES,0,5.99
186,Husavik,2022-03-25 01:14:58,66.0449,-17.3389,23.29,77,IS,100,10.74
187,Manutuke,2022-03-25 01:16:23,-38.6833,177.9167,63.46,94,NZ,100,16.4
188,Kulhudhuffushi,2022-03-25 01:16:23,6.6221,73.07,82.35,64,MV,8,8.7
189,Sawtell,2022-03-25 01:16:24,-30.3833,153.1,71.62,83,AU,100,16.11
190,Havoysund,2022-03-25 01:16:25,70.9963,24.6622,28.63,66,NO,100,13.67
191,Miri,2022-03-25 01:16:25,4.4148,114.0089,82.54,83,MY,20,2.3
192,Klaksvik,2022-03-25 01:16:26,62.2266,-6.589,45.52,94,FO,97,10.04
193,Camocim,2022-03-25 01:16:26,-2.9022,-40.8411,76.64,89,BR,40,5.99
194,Cauquenes,2022-03-25 01:16:27,-35.9671,-72.3225,56.98,47,CL,0,9.55
195,Sitka,2022-03-25 01:16:27,57.0531,-135.33,46.29,61,US,100,13.8
196,Januaria,2022-03-25 01:16:28,-15.4833,-44.3667,73.49,65,BR,32,1.61
197,Beringovskiy,2022-03-25 01:16:28,63.05,179.3167,20.3,91,RU,100,4.72
198,Cherskiy,2022-03-25 01:16:29,68.75,161.3,12.29,90,RU,100,8.79
199,Mahebourg,2022-03-25 01:16:30,-20.4081,57.7,79.09,83,MU,40,5.75
200,Xinzhou,2022-03-25 01:16:30,38.4092,112.7333,46.99,33,CN,100,11.1
201,Taoudenni,2022-03-25 01:16:31,22.6783,-3.9836,74.44,25,ML,0,11.48
202,San Andres,2022-03-25 01:16:31,12.5847,-81.7006,82.42,69,CO,20,13.8
203,Oga,2022-03-25 01:16:32,46.4631,10.347,35.69,69,IT,0,0.76
204,Labuhan,2022-03-25 01:16:32,-6.8844,112.2051,81.12,81,ID,100,5.55
205,Nanortalik,2022-03-25 01:16:33,60.1432,-45.2371,27.43,69,GL,100,7.09
206,Vanavara,2022-03-25 01:16:33,60.34,102.2797,15.13,94,RU,100,2.39
207,Volksrust,2022-03-25 01:16:34,-27.3654,29.8818,58.19,66,ZA,99,2.62
208,Saldanha,2022-03-25 01:16:34,-33.0117,17.9442,59.05,86,ZA,0,20.11
209,Bilibino,2022-03-25 01:16:35,68.0546,166.4372,20.16,91,RU,100,2.46
210,Kuala Terengganu,2022-03-25 01:16:35,5.3302,103.1408,80.55,89,MY,20,2.3
211,Gualeguay,2022-03-25 01:16:36,-33.1416,-59.3097,53.87,81,AR,100,22.93
212,Chuy,2022-03-25 01:16:41,-33.6971,-53.4616,61.5,59,UY,19,10.8
213,Cabo San Lucas,2022-03-25 01:16:42,22.8909,-109.9124,77.5,43,MX,100,5.01
214,Cayenne,2022-03-25 01:16:42,4.9333,-52.3333,80.1,1,GF,75,7.0
215,Mogadishu,2022-03-25 01:13:22,2.0371,45.3438,80.04,81,SO,100,13.31
216,Conde,2022-03-25 01:16:43,-7.2597,-34.9075,76.68,85,BR,100,5.61
217,Espinosa,2022-03-25 01:16:43,-14.9261,-42.8192,75.27,59,BR,88,4.16
218,Vao,2022-03-25 01:16:44,-22.6667,167.4833,77.54,70,NC,67,12.93
219,Kaitangata,2022-03-25 01:16:44,-46.2817,169.8464,63.27,50,NZ,1,3.04
220,Petrovskaya,2022-03-25 01:16:45,45.4314,37.955,36.68,87,RU,100,5.66
221,Sulphur,2022-03-25 01:16:45,30.2366,-93.3774,64.38,34,US,0,9.22
222,Zhob,2022-03-25 01:16:45,31.3411,69.4481,61.05,24,PK,0,5.64
223,Ngaoundere,2022-03-25 01:16:46,7.3167,13.5833,70.12,42,CM,77,3.02
224,Camacha,2022-03-25 01:17:46,33.0833,-16.3333,58.42,77,PT,40,16.11
225,Castro,2022-03-25 01:17:47,-24.7911,-50.0119,64.02,97,BR,100,4.43
226,Port Hedland,2022-03-25 01:13:36,-20.3167,118.5667,93.25,27,AU,7,18.41
227,Brooks,2022-03-25 01:15:11,50.5834,-111.8851,44.22,29,CA,100,16.11
228,Pangnirtung,2022-03-25 01:17:48,66.1451,-65.7125,4.84,99,CA,100,2.59
229,Liverpool,2022-03-25 01:13:58,53.4106,-2.9779,49.28,77,GB,96,4.61
230,Usak,2022-03-25 01:17:49,38.5,29.4167,29.66,70,TR,0,3.11
231,Constitucion,2022-03-25 01:17:49,-35.3333,-72.4167,58.03,61,CL,0,9.22
232,Gambo,2022-03-25 01:17:49,4.6482,22.2633,70.2,89,CF,98,2.01
233,Longyearbyen,2022-03-25 01:17:50,78.2186,15.6401,-2.36,78,SJ,75,10.36
234,Mbalmayo,2022-03-25 01:17:50,3.5167,11.5,72.88,93,CM,100,3.83
235,Virginia Beach,2022-03-25 01:15:55,36.8529,-75.978,69.84,89,US,100,17.63
236,Quatre Cocos,2022-03-25 01:17:51,-20.2078,57.7625,78.91,78,MU,40,10.45
237,Isangel,2022-03-25 01:17:51,-19.55,169.2667,82.99,71,VU,83,14.0
238,Talnakh,2022-03-25 01:17:52,69.4865,88.3972,7.21,93,RU,100,10.71
239,Verkhoyansk,2022-03-25 01:17:52,67.5447,133.385,0.97,85,RU,43,2.3
240,Kashan,2022-03-25 01:17:52,33.9831,51.4364,65.79,9,IR,0,2.3
241,Souillac,2022-03-25 01:17:53,-20.5167,57.5167,79.18,83,MU,40,5.75
242,Yulara,2022-03-25 01:17:53,-25.2406,130.9889,80.44,36,AU,0,20.71
243,Acarau,2022-03-25 01:17:54,-2.8856,-40.12,77.31,87,BR,24,7.45
244,Sanjwal,2022-03-25 01:17:54,33.7608,72.4336,61.54,48,PK,0,4.18
245,Obeliai,2022-03-25 01:17:55,55.9667,25.15,37.27,75,LT,8,5.17
246,Hualmay,2022-03-25 01:17:55,-11.0964,-77.6139,70.2,82,PE,84,9.66
247,Cidreira,2022-03-25 01:17:55,-30.1811,-50.2056,71.67,91,BR,99,6.06
248,Jamame,2022-03-25 01:17:56,0.0722,42.7506,78.19,91,SO,20,5.48
249,Vranestica,2022-03-25 01:17:56,41.4453,21.0267,40.21,59,MK,0,4.99
250,Naze,2022-03-25 01:17:57,28.3667,129.4833,65.32,70,JP,99,21.0
251,Pacific Grove,2022-03-25 01:17:57,36.6177,-121.9166,65.21,87,US,75,5.75
252,Kango,2022-03-25 01:17:57,0.1943,10.0951,75.7,97,GA,97,1.54
253,Osterburg,2022-03-25 01:17:58,52.7833,11.7667,41.22,71,DE,0,1.77
254,Tiarei,2022-03-25 01:17:58,-17.5333,-149.3333,77.0,76,PF,24,12.1
255,Vila Velha,2022-03-25 01:13:28,-20.3297,-40.2925,76.64,83,BR,65,4.92
256,Asau,2022-03-25 01:17:59,46.4333,26.4,34.72,74,RO,6,4.74
257,Conceicao Do Araguaia,2022-03-25 01:18:00,-8.2578,-49.2647,74.05,94,BR,100,2.55
258,Westport,2022-03-25 01:15:37,41.1415,-73.3579,45.95,94,US,100,8.99
259,Bilma,2022-03-25 01:18:00,18.6853,12.9164,70.23,15,NE,1,10.18
260,Armidale,2022-03-25 01:18:01,-30.5167,151.65,65.62,75,AU,100,3.29
261,Airai,2022-03-25 01:18:02,-8.9266,125.4092,70.23,69,TL,87,1.45
262,Touros,2022-03-25 01:18:02,-5.1989,-35.4608,78.75,84,BR,98,7.56
263,Ekibastuz,2022-03-25 01:14:52,51.6667,75.3667,17.46,92,KZ,17,10.45
264,Praya,2022-03-25 01:18:03,14.9215,-23.5087,68.54,68,CV,40,16.11
265,Bambanglipuro,2022-03-25 01:18:03,-7.95,110.2833,80.29,81,ID,99,3.62
266,Dali,2022-03-25 01:18:04,25.7,100.1833,56.03,72,CN,58,4.88
267,Traverse City,2022-03-25 01:19:04,44.7631,-85.6206,35.73,94,US,100,4.61
268,Rio Gallegos,2022-03-25 01:19:05,-51.6226,-69.2181,50.05,53,AR,0,12.66
269,Lagoa,2022-03-25 01:18:10,39.05,-27.9833,59.88,86,PT,100,32.5
270,Astakos,2022-03-25 01:19:05,38.5356,21.0814,50.18,66,GR,0,3.6
271,Huarmey,2022-03-25 01:18:46,-10.0681,-78.1522,71.24,81,PE,94,9.91
272,Olafsvik,2022-03-25 01:19:06,64.8945,-23.7142,27.73,91,IS,100,23.4
273,Port Keats,2022-03-25 01:19:06,-14.25,129.55,88.25,60,AU,100,2.44
274,Lilongwe,2022-03-25 01:19:07,-13.9669,33.7873,63.68,97,MW,11,1.23
275,Neryungri,2022-03-25 01:19:07,56.6709,124.6491,16.95,94,RU,92,2.57
276,Dunedin,2022-03-25 01:16:09,-45.8742,170.5036,61.32,61,NZ,0,5.61
277,Tateyama,2022-03-25 01:19:08,34.9833,139.8667,56.64,55,JP,90,5.46
278,Bulolo,2022-03-25 01:19:08,-7.2,146.65,80.96,75,PG,98,2.59
279,Urumqi,2022-03-25 01:16:04,43.801,87.6005,32.95,48,CN,0,4.47
280,Mponela,2022-03-25 01:19:09,-13.5319,33.7401,61.9,95,MW,7,2.35
281,Flinders,2022-03-25 01:19:09,-34.5833,150.8552,70.18,85,AU,94,7.0
282,Nacala,2022-03-25 01:19:10,-14.5428,40.6728,75.7,95,MZ,77,4.18
283,Post Falls,2022-03-25 01:19:10,47.718,-116.9516,54.25,34,US,0,1.99
284,Arauca,2022-03-25 01:19:10,7.0847,-70.7591,86.0,48,CO,12,2.3
285,Verkh-Suetka,2022-03-25 01:19:11,53.3,80.05,9.57,99,RU,91,7.61
286,Hobyo,2022-03-25 01:19:11,5.3505,48.5268,80.49,78,SO,91,6.82
287,Grand-Lahou,2022-03-25 01:19:12,5.1367,-5.0242,79.29,92,CI,51,5.99
288,Zhigansk,2022-03-25 01:19:12,66.7697,123.3711,5.14,92,RU,40,3.51
289,Provideniya,2022-03-25 01:19:13,64.3833,-173.3,14.36,67,RU,0,11.18
290,Maltahohe,2022-03-25 01:19:13,-24.8333,16.9833,67.57,29,NA,61,1.48
291,Santa Cruz,2022-03-25 01:19:13,-17.8,-63.1667,74.66,94,BO,75,13.8
292,Kasempa,2022-03-25 01:19:14,-13.4584,25.8338,63.34,95,ZM,100,2.75
293,Henties Bay,2022-03-25 01:19:14,-22.116,14.2845,63.59,90,NA,3,2.77
294,Saiki,2022-03-25 01:19:15,32.95,131.9,60.1,72,JP,100,12.91
295,Phayao,2022-03-25 01:19:15,19.25,100.25,82.42,68,TH,100,2.95
