City_ID,City,Country,Max Temp,Weather description,Lat,Lng,Hotel Name
1653,Bredasdorp,ZA,78.89,overcast clouds,-34.5322,20.0403,Bredasdorp Country Manor
1654,Vaini,TO,77.16,few clouds,-21.2,-175.2,Keleti Beach Resort
1659,Vaini,TO,77.16,few clouds,-21.2,-175.2,Keleti Beach Resort
1660,Faanui,PF,82.71,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
1663,Saint-Philippe,RE,85.59,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1664,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1666,Nhulunbuy,AU,84.81,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
1678,Georgetown,MY,89.53,thunderstorm,5.4112,100.3354,Cititel Penang
1682,Port Blair,IN,87.84,scattered clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
1684,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1686,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1687,Alofi,NU,80.04,overcast clouds,-19.0595,-169.9187,Taloa Heights
1690,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1691,Namibe,AO,76.19,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
1695,Atuona,PF,78.87,broken clouds,-9.8,-139.0333,Villa Enata
1701,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1703,Arraial Do Cabo,BR,76.86,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
1708,Ambon,ID,84.34,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
1710,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1714,Mahebourg,MU,85.24,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
1715,Meulaboh,ID,84.63,scattered clouds,4.1363,96.1285,Kost Pria
1722,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1723,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1724,Pokhara,NP,87.69,clear sky,28.2333,83.9833,OYO 170 Hotel View Point
1729,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1732,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1733,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1734,Bredasdorp,ZA,78.89,overcast clouds,-34.5322,20.0403,Bredasdorp Country Manor
1737,Manokwari,ID,80.8,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
1743,Tahoua,NE,86.76,clear sky,14.8888,5.2692,Bungalows Guesthouse
1747,Gizo,SB,83.61,light rain,-8.103,156.8419,Imagination Island
1748,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1752,Vaini,TO,77.16,few clouds,-21.2,-175.2,Keleti Beach Resort
1753,Buala,SB,80.74,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
1759,Lorengau,PG,80.92,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
1765,Port Alfred,ZA,89.37,scattered clouds,-33.5906,26.891,The Halyards Hotel
1766,Avarua,CK,78.85,overcast clouds,-21.2078,-159.775,Paradise Inn
1770,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1771,Fare,PF,81.95,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
1774,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1778,Roura,GF,79.97,broken clouds,4.7263,-52.3274,Amazonie Découverte SARL
1780,Souillac,MU,84.58,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1785,Port Alfred,ZA,89.37,scattered clouds,-33.5906,26.891,The Halyards Hotel
1786,Souillac,MU,84.58,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
1795,Inhambane,MZ,81.79,few clouds,-23.865,35.3833,Oceano
1797,Hobyo,SO,85.87,clear sky,5.3505,48.5268,Iftin hotel hobyo
1801,Arraial Do Cabo,BR,76.86,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
1805,Georgetown,MY,89.53,thunderstorm,5.4112,100.3354,Cititel Penang
1810,Touros,BR,79.05,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
1811,Bredasdorp,ZA,78.89,overcast clouds,-34.5322,20.0403,Bredasdorp Country Manor
1812,Butaritari,KI,81.19,scattered clouds,3.0707,172.7902,Isles Sunset Lodge
1813,Rikitea,PF,77.65,overcast clouds,-23.1203,-134.9692,People ThankYou
1819,Gladstone,AU,82.33,few clouds,-23.85,151.25,Highpoint International Hotel
