City_ID,City,Lat,Lng,Max Temp,% Humidity,% Cloudiness,Wind Speed,Country,Date,Weather description
1065,Saint-Philippe,-21.3585,55.7679,85.59,81,96,3.18,RE,2022-03-29 08:49:06,light rain
1066,Mataura,-46.1927,168.8643,55.44,92,100,1.5,NZ,2022-03-29 08:45:26,overcast clouds
1067,Arraial Do Cabo,-22.9661,-42.0278,73.26,100,40,3.44,BR,2022-03-29 08:46:33,scattered clouds
1068,Jamestown,42.097,-79.2353,22.59,63,100,9.22,US,2022-03-29 08:46:47,overcast clouds
1069,Ushuaia,-54.8,-68.3,38.86,81,75,18.41,AR,2022-03-29 08:50:56,broken clouds
1070,Tuktoyaktuk,69.4541,-133.0374,-19.84,99,30,7.92,CA,2022-03-29 08:48:00,scattered clouds
1071,Kapaa,22.0752,-159.319,73.72,84,75,11.5,US,2022-03-29 08:46:44,broken clouds
1072,Kavaratti,10.5669,72.642,84.06,74,84,7.45,IN,2022-03-29 08:53:04,broken clouds
1073,Butaritari,3.0707,172.7902,81.19,72,26,9.42,KI,2022-03-29 08:53:04,scattered clouds
1074,Barrow,71.2906,-156.7887,-13.59,95,76,18.84,US,2022-03-29 08:53:03,broken clouds
1075,Mataura,-46.1927,168.8643,55.44,92,100,1.5,NZ,2022-03-29 08:45:26,overcast clouds
1076,Puerto Santander,8.3636,-72.4063,72.25,96,98,2.33,CO,2022-03-29 08:53:06,overcast clouds
1077,Rawson,-43.3002,-65.1023,54.86,38,100,21.05,AR,2022-03-29 08:53:07,overcast clouds
1078,Hithadhoo,-0.6,73.0833,82.02,66,0,8.03,MV,2022-03-29 08:53:07,clear sky
1079,Biltine,14.5333,20.9167,88.07,4,17,14.36,TD,2022-03-29 08:53:08,few clouds
1080,Hobart,-42.8794,147.3294,62.28,81,75,16.11,AU,2022-03-29 08:47:56,broken clouds
1081,Adana,36.985,35.2881,70.32,32,0,9.22,TR,2022-03-29 08:53:09,clear sky
1082,Gazimurskiy Zavod,51.5461,118.3266,25.07,53,78,8.57,RU,2022-03-29 08:53:10,broken clouds
1083,Barrow,71.2906,-156.7887,-13.59,95,76,18.84,US,2022-03-29 08:53:03,broken clouds
1084,Ushuaia,-54.8,-68.3,38.86,81,75,18.41,AR,2022-03-29 08:50:56,broken clouds
1085,Ahmadpur,18.7,76.9333,101.37,9,79,8.68,IN,2022-03-29 08:53:11,broken clouds
1086,Ushuaia,-54.8,-68.3,38.86,81,75,18.41,AR,2022-03-29 08:50:56,broken clouds
1087,Kaitangata,-46.2817,169.8464,55.87,94,100,3.38,NZ,2022-03-29 08:53:11,overcast clouds
1088,Labuhan,-6.8844,112.2051,84.7,73,51,10.8,ID,2022-03-29 08:54:12,broken clouds
1089,Atuona,-9.8,-139.0333,78.87,80,75,14.79,PF,2022-03-29 08:50:28,broken clouds
1090,Kapaa,22.0752,-159.319,73.72,84,75,11.5,US,2022-03-29 08:46:44,broken clouds
1091,Ust-Karsk,52.7011,118.8077,30.33,46,100,6.15,RU,2022-03-29 08:54:12,overcast clouds
1092,Ushuaia,-54.8,-68.3,38.86,81,75,18.41,AR,2022-03-29 08:50:56,broken clouds
1093,Lhokseumawe,5.1801,97.1507,85.21,71,39,9.93,ID,2022-03-29 08:54:13,scattered clouds
1094,Albany,42.6001,-73.9662,18.68,63,24,1.99,US,2022-03-29 08:43:42,few clouds
1095,Mataura,-46.1927,168.8643,55.44,92,100,1.5,NZ,2022-03-29 08:45:26,overcast clouds
1096,Port Alfred,-33.5906,26.891,92.17,37,42,8.01,ZA,2022-03-29 08:51:40,scattered clouds
1097,Paita,-5.0892,-81.1144,71.06,80,79,8.75,PE,2022-03-29 08:54:14,broken clouds
1098,Saskylakh,71.9167,114.0833,-3.8,93,100,9.31,RU,2022-03-29 08:49:05,overcast clouds
1099,Kapaa,22.0752,-159.319,73.72,84,75,11.5,US,2022-03-29 08:46:44,broken clouds
1100,Jamestown,42.097,-79.2353,22.59,63,100,9.22,US,2022-03-29 08:46:47,overcast clouds
1101,Ushuaia,-54.8,-68.3,38.86,81,75,18.41,AR,2022-03-29 08:50:56,broken clouds
1102,Bluff,-46.6,168.3333,59.32,84,39,1.39,NZ,2022-03-29 08:46:37,scattered clouds
1103,Lebu,-37.6167,-73.65,53.29,71,44,14.52,CL,2022-03-29 08:54:15,scattered clouds
1104,Hobyo,5.3505,48.5268,85.87,60,8,19.04,SO,2022-03-29 08:51:48,clear sky
1105,Hervey Bay,-25.2986,152.8535,81.01,61,56,7.0,AU,2022-03-29 08:54:16,light rain
1106,Kapaa,22.0752,-159.319,73.72,84,75,11.5,US,2022-03-29 08:46:44,broken clouds
1107,Dikson,73.5069,80.5464,11.01,82,100,10.87,RU,2022-03-29 08:47:57,overcast clouds
1108,Alexandria,31.2156,29.9553,64.94,63,0,5.75,EG,2022-03-29 08:51:43,clear sky
1109,Sanary-Sur-Mer,43.1178,5.8001,64.53,47,100,5.99,FR,2022-03-29 08:54:18,overcast clouds
1110,Caravelas,-17.7125,-39.2481,74.59,89,64,3.96,BR,2022-03-29 08:45:25,broken clouds
1111,Arinos,-15.9169,-46.1056,65.89,72,38,1.79,BR,2022-03-29 08:54:19,scattered clouds
1112,Opuwo,-18.0607,13.84,82.18,27,21,2.13,NA,2022-03-29 08:54:20,few clouds
1113,Pisco,-13.7,-76.2167,66.25,82,40,13.8,PE,2022-03-29 08:54:20,scattered clouds
1114,Hobart,-42.8794,147.3294,62.28,81,75,16.11,AU,2022-03-29 08:47:56,broken clouds
1115,Tocopilla,-22.092,-70.1979,65.48,77,34,7.45,CL,2022-03-29 08:54:22,scattered clouds
1116,Clyde River,70.4692,-68.5914,1.63,85,75,13.8,CA,2022-03-29 08:54:22,light snow
1117,Busselton,-33.65,115.3333,74.8,61,100,17.56,AU,2022-03-29 08:46:47,overcast clouds
1118,Dikson,73.5069,80.5464,11.01,82,100,10.87,RU,2022-03-29 08:47:57,overcast clouds
1119,Atuona,-9.8,-139.0333,78.87,80,75,14.79,PF,2022-03-29 08:50:28,broken clouds
1120,Vaini,-21.2,-175.2,77.16,83,20,8.05,TO,2022-03-29 08:54:23,few clouds
1121,Barrow,71.2906,-156.7887,-13.59,95,76,18.84,US,2022-03-29 08:53:03,broken clouds
1122,Kapaa,22.0752,-159.319,73.72,84,75,11.5,US,2022-03-29 08:46:44,broken clouds
1123,Ushuaia,-54.8,-68.3,38.86,81,75,18.41,AR,2022-03-29 08:50:56,broken clouds
1124,Paamiut,61.994,-49.6678,21.42,71,28,6.38,GL,2022-03-29 08:54:24,scattered clouds
1125,Rikitea,-23.1203,-134.9692,77.65,71,92,2.8,PF,2022-03-29 08:46:41,overcast clouds
1126,Churapcha,62.0025,132.4325,23.45,93,95,4.9,RU,2022-03-29 08:54:25,overcast clouds
1127,Bluff,-46.6,168.3333,59.32,84,39,1.39,NZ,2022-03-29 08:46:37,scattered clouds
1128,Morondava,-20.2833,44.2833,86.5,62,1,7.31,MG,2022-03-29 08:54:26,clear sky
1129,Bredasdorp,-34.5322,20.0403,78.89,35,100,13.78,ZA,2022-03-29 08:54:27,overcast clouds
1130,Biak,-0.9131,122.8766,79.45,81,93,1.63,ID,2022-03-29 08:54:27,light rain
1131,Srednekolymsk,67.45,153.6833,-2.56,98,31,7.96,RU,2022-03-29 08:51:39,scattered clouds
1132,Bredasdorp,-34.5322,20.0403,78.89,35,100,13.78,ZA,2022-03-29 08:54:27,overcast clouds
1133,Bluff,-46.6,168.3333,59.32,84,39,1.39,NZ,2022-03-29 08:46:37,scattered clouds
1134,Ushuaia,-54.8,-68.3,38.86,81,75,18.41,AR,2022-03-29 08:50:56,broken clouds
1135,Airai,-8.9266,125.4092,64.6,94,100,0.74,TL,2022-03-29 08:55:30,overcast clouds
1136,Thompson,55.7435,-97.8558,17.76,86,100,5.75,CA,2022-03-29 08:49:12,overcast clouds
1137,Dikson,73.5069,80.5464,11.01,82,100,10.87,RU,2022-03-29 08:47:57,overcast clouds
1138,Butaritari,3.0707,172.7902,81.19,72,26,9.42,KI,2022-03-29 08:53:04,scattered clouds
1139,Los Llanos De Aridane,28.6585,-17.9182,60.12,84,75,2.3,ES,2022-03-29 08:55:31,broken clouds
1140,Vila Franca Do Campo,37.7167,-25.4333,54.01,82,82,3.67,PT,2022-03-29 08:55:31,broken clouds
1141,Barrow,71.2906,-156.7887,-13.59,95,76,18.84,US,2022-03-29 08:53:03,broken clouds
1142,Mataura,-46.1927,168.8643,55.44,92,100,1.5,NZ,2022-03-29 08:55:32,overcast clouds
1143,Bluff,-46.6,168.3333,59.32,84,39,1.39,NZ,2022-03-29 08:46:37,scattered clouds
1144,Mount Isa,-20.7333,139.5,89.37,18,10,13.8,AU,2022-03-29 08:55:32,clear sky
1145,Berlevag,70.8578,29.0864,30.2,86,75,28.77,NO,2022-03-29 08:55:33,broken clouds
1146,Jamestown,42.097,-79.2353,22.59,63,100,9.22,US,2022-03-29 08:46:47,overcast clouds
1147,Cidreira,-30.1811,-50.2056,69.21,85,1,15.28,BR,2022-03-29 08:46:48,clear sky
1148,Ancud,-41.8697,-73.8203,42.22,68,43,20.56,CL,2022-03-29 08:55:33,scattered clouds
1149,Albany,42.6001,-73.9662,18.68,63,24,1.99,US,2022-03-29 08:43:42,few clouds
1150,Yellowknife,62.456,-114.3525,5.56,92,75,3.44,CA,2022-03-29 08:46:59,light snow
1151,Tucuma,-0.1833,-50.05,74.16,97,100,4.47,BR,2022-03-29 08:55:34,light rain
1152,Port Hedland,-20.3167,118.5667,93.25,46,40,10.36,AU,2022-03-29 08:55:35,scattered clouds
1153,Panjakent,39.4952,67.6093,49.53,57,69,11.88,TJ,2022-03-29 08:55:35,broken clouds
1154,Mataura,-46.1927,168.8643,55.44,92,100,1.5,NZ,2022-03-29 08:55:32,overcast clouds
1155,Provideniya,64.3833,-173.3,4.96,75,3,9.17,RU,2022-03-29 08:50:33,clear sky
1156,Iqaluit,63.7506,-68.5145,13.73,92,100,0.0,CA,2022-03-29 08:55:36,overcast clouds
1157,Mercedes,-34.6515,-59.4307,64.63,88,0,7.9,AR,2022-03-29 08:55:36,clear sky
1158,Ashland,40.8167,-82.2665,17.82,87,45,3.47,US,2022-03-29 08:55:37,scattered clouds
1159,Castro,-24.7911,-50.0119,60.22,93,67,7.18,BR,2022-03-29 08:48:02,broken clouds
1160,Djenne,13.9061,-4.5533,93.31,5,5,15.35,ML,2022-03-29 08:55:37,clear sky
1161,East London,-33.0153,27.9116,92.34,38,0,9.22,ZA,2022-03-29 08:55:38,clear sky
1162,Tautira,-17.7333,-149.15,81.43,75,21,15.68,PF,2022-03-29 08:55:38,few clouds
1163,Nantucket,41.2835,-70.0995,26.71,63,97,22.01,US,2022-03-29 08:55:39,overcast clouds
1164,Vaini,-21.2,-175.2,77.16,83,20,8.05,TO,2022-03-29 08:54:23,few clouds
1165,Flinders,-34.5833,150.8552,70.18,92,100,5.99,AU,2022-03-29 08:52:57,overcast clouds
1166,Santa Cruz Do Sul,-29.7175,-52.4258,58.44,92,0,4.03,BR,2022-03-29 08:55:39,clear sky
1167,Kapaa,22.0752,-159.319,73.72,84,75,11.5,US,2022-03-29 08:46:44,broken clouds
1168,Puerto Ayora,-0.7393,-90.3518,77.25,86,67,4.45,EC,2022-03-29 08:55:40,broken clouds
1169,Bluff,-46.6,168.3333,59.32,84,39,1.39,NZ,2022-03-29 08:46:37,scattered clouds
1170,Port Hardy,50.6996,-127.4199,44.6,93,20,2.3,CA,2022-03-29 08:55:41,few clouds
1171,Avarua,-21.2078,-159.775,78.85,89,88,4.61,CK,2022-03-29 08:55:41,overcast clouds
1172,Punta Arenas,-53.15,-70.9167,39.31,65,0,12.66,CL,2022-03-29 08:49:10,clear sky
1173,Coahuayana,18.7333,-103.6833,67.48,53,6,3.4,MX,2022-03-29 08:55:42,clear sky
1174,Kardla,58.9978,22.7492,28.06,85,100,7.72,EE,2022-03-29 08:55:42,light snow
1175,Sitka,57.0531,-135.33,40.89,75,100,11.5,US,2022-03-29 08:55:42,light rain
1176,Neepawa,50.2289,-99.4664,32.4,91,97,4.9,CA,2022-03-29 08:55:43,overcast clouds
1177,Cape Town,-33.9258,18.4232,64.11,89,100,16.11,ZA,2022-03-29 08:47:48,light intensity drizzle rain
1178,Ushuaia,-54.8,-68.3,38.86,81,75,18.41,AR,2022-03-29 08:50:56,broken clouds
1179,Grand Gaube,-20.0064,57.6608,85.37,67,0,7.0,MU,2022-03-29 08:56:44,clear sky
1180,Anadyr,64.75,177.4833,-3.5,76,0,2.24,RU,2022-03-29 08:56:44,clear sky
1181,Butaritari,3.0707,172.7902,81.19,72,26,9.42,KI,2022-03-29 08:53:04,scattered clouds
1182,Albany,42.6001,-73.9662,18.68,63,24,1.99,US,2022-03-29 08:56:45,few clouds
1183,The Valley,18.217,-63.0578,77.09,77,66,11.14,AI,2022-03-29 08:56:46,broken clouds
1184,Manuk Mangkaw,4.8,119.85,83.35,72,68,8.88,PH,2022-03-29 08:56:46,moderate rain
1185,Dikson,73.5069,80.5464,11.01,82,100,10.87,RU,2022-03-29 08:47:57,overcast clouds
1186,Dikson,73.5069,80.5464,11.01,82,100,10.87,RU,2022-03-29 08:47:57,overcast clouds
1187,Nampula,-15.1165,39.2666,76.95,83,100,11.99,MZ,2022-03-29 08:55:13,overcast clouds
1188,Bien Hoa,10.95,106.8167,84.18,44,69,6.58,VN,2022-03-29 08:54:29,broken clouds
1189,Xinqing,48.2333,129.5,29.32,62,51,12.75,CN,2022-03-29 08:56:48,broken clouds
1190,Vaini,-21.2,-175.2,77.16,83,20,8.05,TO,2022-03-29 08:54:23,few clouds
1191,Karapyshi,49.6424,30.79,60.71,45,22,17.31,UA,2022-03-29 08:56:49,few clouds
1192,Lebu,-37.6167,-73.65,53.29,71,44,14.52,CL,2022-03-29 08:54:15,scattered clouds
1193,Manitouwadge,49.1215,-85.8403,4.35,94,60,2.77,CA,2022-03-29 08:56:50,broken clouds
1194,Yuzhnyy,53.2542,83.6936,41.38,56,0,13.42,RU,2022-03-29 08:56:50,clear sky
1195,Hermanus,-34.4187,19.2345,71.8,65,98,16.33,ZA,2022-03-29 08:56:51,overcast clouds
1196,Kajaani,64.2273,27.7285,12.25,79,40,13.8,FI,2022-03-29 08:56:51,scattered clouds
1197,Ilulissat,69.2167,-51.1,11.66,81,89,6.24,GL,2022-03-29 08:56:52,overcast clouds
1198,Bengkulu,-3.8004,102.2655,83.86,68,100,9.19,ID,2022-03-29 08:56:53,overcast clouds
1199,Esperance,-33.8667,121.9,69.64,69,100,16.78,AU,2022-03-29 08:56:53,moderate rain
1200,Khatanga,71.9667,102.5,0.64,92,99,6.29,RU,2022-03-29 08:56:54,overcast clouds
1201,Avarua,-21.2078,-159.775,78.85,89,88,4.61,CK,2022-03-29 08:55:41,overcast clouds
1202,Butaritari,3.0707,172.7902,81.19,72,26,9.42,KI,2022-03-29 08:53:04,scattered clouds
1203,Jamestown,42.097,-79.2353,22.59,63,100,9.22,US,2022-03-29 08:46:47,overcast clouds
1204,Kiunga,-6.1219,141.2906,74.37,96,95,2.55,PG,2022-03-29 08:56:55,overcast clouds
1205,Torbay,47.6666,-52.7314,36.37,93,40,13.8,CA,2022-03-29 08:56:55,scattered clouds
1206,Jatai,-17.8814,-51.7144,65.98,89,43,1.86,BR,2022-03-29 08:56:56,scattered clouds
1207,Mnogovershinnyy,53.9353,139.9242,24.42,96,100,4.05,RU,2022-03-29 08:56:57,overcast clouds
1208,Mataura,-46.1927,168.8643,55.44,92,100,1.5,NZ,2022-03-29 08:55:32,overcast clouds
1209,Curaca,-8.9903,-39.9094,70.97,81,98,7.74,BR,2022-03-29 08:56:58,overcast clouds
1210,Hithadhoo,-0.6,73.0833,82.02,66,0,8.03,MV,2022-03-29 08:53:07,clear sky
1211,Cumberland,35.0502,-78.8664,42.49,36,73,3.0,US,2022-03-29 08:56:59,broken clouds
1212,Saint-Philippe,-21.3585,55.7679,85.59,81,96,3.18,RE,2022-03-29 08:49:06,light rain
1213,Cape Town,-33.9258,18.4232,64.11,89,100,16.11,ZA,2022-03-29 08:47:48,light intensity drizzle rain
1214,Cordoba,-31.4135,-64.1811,67.75,85,0,8.05,AR,2022-03-29 08:57:00,clear sky
1215,Nouadhibou,20.931,-17.0347,64.38,94,0,10.36,MR,2022-03-29 08:50:21,clear sky
1216,Haines Junction,60.7522,-137.5108,31.95,64,71,6.91,CA,2022-03-29 08:57:01,broken clouds
1217,Lorengau,-2.0226,147.2712,80.92,77,100,6.71,PG,2022-03-29 08:57:01,overcast clouds
1218,Cape Town,-33.9258,18.4232,64.11,89,100,16.11,ZA,2022-03-29 08:47:48,light intensity drizzle rain
1219,Doha,25.2867,51.5333,78.78,29,0,25.32,QA,2022-03-29 08:54:53,clear sky
1220,Marsa Matruh,31.3525,27.2453,62.8,67,0,8.05,EG,2022-03-29 08:54:16,clear sky
1221,Puerto Del Rosario,28.5004,-13.8627,64.15,77,20,13.8,ES,2022-03-29 08:54:40,few clouds
1222,Point Fortin,10.1833,-61.6833,73.89,86,100,11.97,TT,2022-03-29 08:55:25,overcast clouds
1223,Quatre Cocos,-20.2078,57.7625,85.08,59,0,6.78,MU,2022-03-29 08:57:04,clear sky
1224,Port Moresby,-9.4431,147.1797,85.42,74,20,5.75,PG,2022-03-29 08:55:17,few clouds
1225,Atuona,-9.8,-139.0333,78.87,80,75,14.79,PF,2022-03-29 08:50:28,broken clouds
1226,Kahului,20.8947,-156.47,75.85,79,100,1.01,US,2022-03-29 08:58:05,overcast clouds
1227,Chuy,-33.6971,-53.4616,60.19,93,5,7.38,UY,2022-03-29 08:58:05,light rain
1228,Tuktoyaktuk,69.4541,-133.0374,-19.84,99,30,7.92,CA,2022-03-29 08:58:06,scattered clouds
1229,Rikitea,-23.1203,-134.9692,77.65,71,92,2.8,PF,2022-03-29 08:54:29,overcast clouds
1230,Busselton,-33.65,115.3333,74.8,61,100,17.56,AU,2022-03-29 08:58:06,overcast clouds
1231,Albany,42.6001,-73.9662,18.68,63,24,1.99,US,2022-03-29 08:56:45,few clouds
1232,Saint-Philippe,-21.3585,55.7679,85.59,81,96,3.18,RE,2022-03-29 08:49:06,light rain
1233,Hasaki,35.7333,140.8333,50.4,60,100,8.23,JP,2022-03-29 08:50:23,overcast clouds
1234,Rikitea,-23.1203,-134.9692,77.65,71,92,2.8,PF,2022-03-29 08:54:29,overcast clouds
1235,Vila Franca Do Campo,37.7167,-25.4333,54.01,82,82,3.67,PT,2022-03-29 08:55:31,broken clouds
1236,Tasiilaq,65.6145,-37.6368,23.09,85,100,14.5,GL,2022-03-29 08:58:07,light snow
1237,Airai,-8.9266,125.4092,64.6,94,100,0.74,TL,2022-03-29 08:55:30,overcast clouds
1238,Busselton,-33.65,115.3333,74.8,61,100,17.56,AU,2022-03-29 08:58:06,overcast clouds
1239,Port Alfred,-33.5906,26.891,92.17,37,42,8.01,ZA,2022-03-29 08:51:40,scattered clouds
1240,Ostrovnoy,68.0531,39.5131,23.07,90,100,9.46,RU,2022-03-29 08:58:08,light snow
1241,Avarua,-21.2078,-159.775,78.85,89,88,4.61,CK,2022-03-29 08:55:41,overcast clouds
1242,Laje,-10.1833,-40.9667,64.54,92,75,4.81,BR,2022-03-29 08:58:09,broken clouds
1243,Rikitea,-23.1203,-134.9692,77.65,71,92,2.8,PF,2022-03-29 08:54:29,overcast clouds
1244,Yellowknife,62.456,-114.3525,5.56,92,75,3.44,CA,2022-03-29 08:46:59,light snow
1245,Vaini,-21.2,-175.2,77.16,83,20,8.05,TO,2022-03-29 08:54:23,few clouds
1246,Ixtapa,20.7,-105.2,66.22,84,4,3.04,MX,2022-03-29 08:58:10,clear sky
1247,Severo-Kurilsk,50.6789,156.125,28.49,73,92,36.53,RU,2022-03-29 08:58:11,overcast clouds
1248,Rikitea,-23.1203,-134.9692,77.65,71,92,2.8,PF,2022-03-29 08:54:29,overcast clouds
1249,Mineiros,-17.5694,-52.5511,65.43,88,73,2.89,BR,2022-03-29 08:58:11,broken clouds
1250,Jamestown,42.097,-79.2353,22.59,63,100,9.22,US,2022-03-29 08:46:47,overcast clouds
1251,Galle,6.0367,80.217,85.12,69,29,11.39,LK,2022-03-29 08:58:12,scattered clouds
1252,Cape Town,-33.9258,18.4232,64.11,89,100,16.11,ZA,2022-03-29 08:55:53,light intensity drizzle rain
1253,Alenquer,-1.9417,-54.7383,72.12,97,100,1.92,BR,2022-03-29 08:55:52,overcast clouds
1254,Ushuaia,-54.8,-68.3,38.86,81,75,18.41,AR,2022-03-29 08:50:56,broken clouds
1255,Sao Lourenco Do Oeste,-26.3592,-52.8511,59.85,92,0,6.13,BR,2022-03-29 08:58:13,clear sky
1256,Ucluelet,48.9329,-125.5528,44.1,91,24,4.63,CA,2022-03-29 08:57:53,few clouds
1257,Yellowknife,62.456,-114.3525,5.56,92,75,3.44,CA,2022-03-29 08:46:59,light snow
1258,Bathsheba,13.2167,-59.5167,77.61,73,20,17.27,BB,2022-03-29 08:58:14,few clouds
1259,Zharkent,44.1628,80.0,59.61,26,65,6.49,KZ,2022-03-29 08:58:14,broken clouds
1260,Rikitea,-23.1203,-134.9692,77.65,71,92,2.8,PF,2022-03-29 08:54:29,overcast clouds
1261,Barrow,71.2906,-156.7887,-13.59,95,76,18.84,US,2022-03-29 08:53:03,broken clouds
1262,Apatin,45.6711,18.9847,60.76,33,8,11.43,RS,2022-03-29 08:58:15,clear sky
1263,Rikitea,-23.1203,-134.9692,77.65,71,92,2.8,PF,2022-03-29 08:54:29,overcast clouds
1264,Davenda,53.5556,119.317,25.23,58,99,8.34,RU,2022-03-29 08:58:15,overcast clouds
1265,Hithadhoo,-0.6,73.0833,82.02,66,0,8.03,MV,2022-03-29 08:53:07,clear sky
1266,Vila Franca Do Campo,37.7167,-25.4333,54.01,82,82,3.67,PT,2022-03-29 08:55:31,broken clouds
1267,Vaini,-21.2,-175.2,77.16,83,20,8.05,TO,2022-03-29 08:54:23,few clouds
1268,Kapaa,22.0752,-159.319,71.58,84,100,9.64,US,2022-03-29 08:58:16,overcast clouds
1269,Busselton,-33.65,115.3333,74.8,61,100,17.56,AU,2022-03-29 08:58:06,overcast clouds
1270,Hithadhoo,-0.6,73.0833,82.02,66,0,8.03,MV,2022-03-29 08:53:07,clear sky
1271,Deep River,46.1001,-77.4995,11.95,94,55,6.04,CA,2022-03-29 08:58:17,broken clouds
1272,Hambantota,6.1241,81.1185,89.94,70,20,8.05,LK,2022-03-29 08:50:25,few clouds
1273,Shimoda,34.6667,138.95,53.96,90,100,13.18,JP,2022-03-29 08:59:18,light rain
1274,Rikitea,-23.1203,-134.9692,77.65,71,92,2.8,PF,2022-03-29 08:54:29,overcast clouds
1275,Albany,42.6001,-73.9662,18.68,63,24,1.99,US,2022-03-29 08:56:45,few clouds
1276,Sioux Lookout,50.1001,-91.917,23.07,36,100,5.75,CA,2022-03-29 08:59:19,overcast clouds
1277,Qaanaaq,77.484,-69.3632,9.45,95,100,0.25,GL,2022-03-29 08:59:20,overcast clouds
1278,Ushuaia,-54.8,-68.3,38.86,81,75,18.41,AR,2022-03-29 08:50:56,broken clouds
1279,Price,39.5994,-110.8107,42.12,79,100,5.61,US,2022-03-29 08:59:20,overcast clouds
1280,Khatanga,71.9667,102.5,0.64,92,99,6.29,RU,2022-03-29 08:56:54,overcast clouds
1281,Dikson,73.5069,80.5464,11.01,82,100,10.87,RU,2022-03-29 08:59:21,overcast clouds
1282,Vestmannaeyjar,63.4427,-20.2734,36.59,80,75,32.21,IS,2022-03-29 08:59:22,broken clouds
1283,Port Alfred,-33.5906,26.891,92.17,37,42,8.01,ZA,2022-03-29 08:51:40,scattered clouds
1284,Mugur-Aksy,50.35,90.5,27.82,47,84,6.78,RU,2022-03-29 08:59:23,broken clouds
1285,Loreto,22.2667,-101.9667,58.55,22,7,6.76,MX,2022-03-29 08:59:16,clear sky
1286,Namibe,-15.1961,12.1522,66.83,88,100,14.97,AO,2022-03-29 08:59:24,overcast clouds
1287,Sao Felix Do Xingu,-6.6447,-51.995,71.47,100,100,0.96,BR,2022-03-29 08:59:25,overcast clouds
1288,Poya,-21.35,165.15,77.49,89,100,6.55,NC,2022-03-29 08:59:25,heavy intensity rain
1289,Dauphin,51.1494,-100.0502,30.34,80,100,12.66,CA,2022-03-29 08:59:26,overcast clouds
1290,Rumford,44.5537,-70.5509,19.29,63,91,10.92,US,2022-03-29 08:59:26,overcast clouds
1291,Tanete,-3.9443,119.7848,85.05,62,35,5.39,ID,2022-03-29 08:59:27,light rain
1292,Provideniya,64.3833,-173.3,4.96,75,3,9.17,RU,2022-03-29 08:50:33,clear sky
1293,Nikolskoye,59.7035,30.7861,28.87,79,100,5.14,RU,2022-03-29 08:59:27,light snow
1294,Rikitea,-23.1203,-134.9692,77.65,71,92,2.8,PF,2022-03-29 08:54:29,overcast clouds
1295,Puerto Ayora,-0.7393,-90.3518,77.25,86,67,4.45,EC,2022-03-29 08:55:40,broken clouds
1296,Cap Malheureux,-19.9842,57.6142,85.46,67,0,7.0,MU,2022-03-29 08:59:28,clear sky
1297,Ushuaia,-54.8,-68.3,38.86,81,75,18.41,AR,2022-03-29 08:50:56,broken clouds
1298,Colares,38.7992,-9.4469,60.3,80,40,8.01,PT,2022-03-29 08:59:29,scattered clouds
1299,Albany,42.6001,-73.9662,18.68,63,24,1.99,US,2022-03-29 08:56:45,few clouds
1300,Cidreira,-30.1811,-50.2056,69.21,85,1,15.28,BR,2022-03-29 08:59:30,clear sky
1301,Kotelnich,58.3089,48.348,25.57,80,100,8.21,RU,2022-03-29 08:59:30,light snow
1302,Rikitea,-23.1203,-134.9692,77.65,71,92,2.8,PF,2022-03-29 08:54:29,overcast clouds
1303,Nikolskoye,59.7035,30.7861,28.87,79,100,5.14,RU,2022-03-29 08:59:27,light snow
1304,General Pico,-35.6566,-63.7568,62.91,59,4,10.6,AR,2022-03-29 08:59:31,clear sky
1305,Synya,65.3718,58.0387,18.27,79,100,7.0,RU,2022-03-29 08:59:32,overcast clouds
1306,Buala,-8.145,159.5921,80.74,81,100,2.17,SB,2022-03-29 08:59:32,overcast clouds
1307,Thai Binh,20.45,106.3333,71.29,85,100,7.92,VN,2022-03-29 08:59:33,overcast clouds
1308,Rikitea,-23.1203,-134.9692,77.65,71,92,2.8,PF,2022-03-29 08:54:29,overcast clouds
1309,Sur,22.5667,59.5289,82.13,58,0,11.83,OM,2022-03-29 08:59:34,clear sky
1310,Atar,20.5169,-13.0499,73.15,40,55,8.46,MR,2022-03-29 08:59:34,broken clouds
1311,Carnarvon,-24.8667,113.6333,82.47,69,34,17.27,AU,2022-03-29 08:59:35,scattered clouds
1312,Jamestown,42.097,-79.2353,22.59,63,100,9.22,US,2022-03-29 08:46:47,overcast clouds
1313,Lac-Megantic,45.5834,-70.8823,10.51,92,100,11.97,CA,2022-03-29 08:59:35,overcast clouds
1314,New Norfolk,-42.7826,147.0587,61.92,65,97,1.01,AU,2022-03-29 08:59:36,overcast clouds
1315,Mataura,-46.1927,168.8643,55.44,92,100,1.5,NZ,2022-03-29 08:55:32,overcast clouds
1316,Naze,28.3667,129.4833,65.32,84,89,13.65,JP,2022-03-29 08:50:19,overcast clouds
1317,Busselton,-33.65,115.3333,74.8,61,100,17.56,AU,2022-03-29 08:58:06,overcast clouds
1318,Port Alfred,-33.5906,26.891,92.17,37,42,8.01,ZA,2022-03-29 08:51:40,scattered clouds
1319,Trujillo,-8.116,-79.03,70.2,86,90,4.27,PE,2022-03-29 09:00:37,overcast clouds
1320,Kirakira,-10.4544,161.9205,80.98,83,100,3.04,SB,2022-03-29 09:00:37,overcast clouds
1321,North Myrtle Beach,33.816,-78.68,45.07,51,26,1.99,US,2022-03-29 09:00:38,scattered clouds
